"Corn","Sorghum","Barley","Oats","Wheat","rice AWP (US)","Up Cotton","Soybeans","Rice, LG","Rice, MG"
3.07388448372321,2.89191259839119,4.73569193018567,2.18132539960039,3.91218689096734,11.4381450866722,0.578296992183801,8.92218275889814,8.33695786246884,16.1181185341064
3.83033721780003,3.61205762523238,6.12514863189562,2.46400442690819,3.15411791285446,14.1152704249627,0.551382740313451,10.2008276791413,10.2882428801665,19.8906029016552
4.41054725909158,4.1594055812698,6.81018939855881,3.28597128667625,4.32761931381601,14.6192598138644,0.642184498631361,11.7771666365414,10.655587258697,20.6008020334808
4.26409914495885,4.01251526114065,6.90955857929944,3.03261979468703,5.37033920849803,12.4988211630474,0.714337446990547,10.623555299835,9.11005627024935,17.6127754558154
5.19716323747136,4.89229241683977,7.32967266286692,3.56589476739578,4.80191329900664,14.5147077051633,0.598377607953597,9.4590440366413,10.579382024538,20.4534719141069
5.13572756998323,4.82197551493277,6.0348223275493,3.82382755008002,6.95899135779235,15.8993270163549,0.816978671967904,10.9925728056582,11.5885939872728,22.4046150420607
5.08004974959561,4.77733278965458,6.90596515501144,3.51353479787667,5.75156182707713,16.7444815706117,0.709398906367054,11.0757298835332,12.2046045250586,23.5955687484466
4.80817883056441,4.53136842331739,7.24474906943717,2.98719935473803,5.34670932571407,14.3045485861247,0.600815589925664,9.95801198666447,10.4262026666472,20.157325155518
3.53218760752945,3.33924022145396,6.84993144531393,3.30653595124538,5.41796674060368,12.0201874929636,0.630161403904668,8.87103480947548,8.76119299663193,16.9383064601551
3.30487471353584,3.10779524105149,5.93477866316653,3.80422985179964,7.36319910274783,13.60189963978,0.539933645045881,9.77699335593817,9.91406065293822,19.1671839290139
3.56461435802705,3.37209109456413,4.65096240094353,3.86193655591489,7.41043818400504,12.9813861303613,0.482193539429633,7.17167354201558,9.46178496121402,18.2927842583471
3.48277649927408,3.28554214188425,5.99245572768251,3.52984446499081,6.3368406162055,13.788996595459,0.638966547138977,9.03701035492746,10.0504306171127,19.4308325264179
4.57172232250643,4.3096919311784,8.48667035930417,2.53675431871953,3.52266239270184,14.7116207864104,0.752844978827784,15.0246209405932,10.722906699954,20.7309529532445
4.70666649665814,4.4261274564107,6.53706001587742,3.80196151142827,5.15555405812047,15.4284428479943,0.595055160444215,9.05381305725924,11.2453791180804,21.7410662949554
5.13011402743729,4.8177551403047,8.25423824559198,4.49401516084312,5.63266291753905,15.7810794224366,0.635201411584417,12.6113865709165,11.502406480438,22.23798586218
6.87142213946419,6.44079975546246,6.41887409238525,3.59131140937681,4.99463584454236,14.2205240985527,0.810815032297135,12.3201435561113,10.3649594661986,20.0389216346506
4.17063303485919,3.93579299588301,5.67901320416519,3.23335037754805,5.12216925993506,15.546550207445,0.676343255345266,9.85103296871119,11.3314644117645,21.9074978627447
3.52209188874448,3.33148924360641,5.24058725793748,2.75395916415967,4.79538091091785,13.4111819589499,0.579933820735714,8.45854606518592,9.77505163909378,18.8984331689147
4.37429889603342,4.11691064375491,7.29265559678249,2.51805725935364,3.69277191748387,14.3706930019552,0.768779416416747,12.4493633200288,10.4744135612843,20.2505328851496
3.5295846813239,3.33605613367628,5.65370105375615,2.8911969654126,4.48435489274793,13.6458975557657,0.690732383466826,9.42910334803325,9.94612955649121,19.2291838092163
3.83056784515619,3.62298578730966,6.50598836215925,2.94692132044788,4.05906008066653,12.6536844633121,0.639351244425452,10.3757221968341,9.22293198558315,17.8310018387941
3.77509940334329,3.56368455419383,5.86996671916891,4.56993315765765,6.85934732972898,14.7683138818564,0.589841395973116,9.07653366313873,10.7642287800855,20.8108423081652
5.38263958892489,5.07480123477936,7.08717603569217,4.034655167243,7.23728361556461,14.4532057331964,0.666974787987252,10.9105604037284,10.5345548829988,20.366806107131
3.12346153588639,2.9315445829215,5.12092783349766,3.18495084392493,4.95849230744271,14.0887017389746,0.631319142547673,9.60121019418014,10.2688776759427,19.8531635068226
4.22187706395373,3.97658574027101,6.90538563089391,2.87736252546995,5.29403907867549,14.2970046311589,0.573232148679873,10.3993044216653,10.4207040797532,20.1466945541894
3.43768055772559,3.2449744752011,6.36731560847034,2.6963177991852,4.72675496690126,11.1479751586461,0.565322435468666,9.06130207285316,8.12546076704133,15.7092241496132
5.19313447943005,4.88200535018481,6.37382418528638,3.77365054757206,6.33427529176006,15.3742044059503,0.558661628123867,9.60294300959851,11.2058461691257,21.6646359269764
5.29697400086764,4.98656879256438,7.36651201085826,3.62655150732679,5.38859351298053,14.2854766127723,0.70667695558237,10.5055905398343,10.4123016156474,20.1304497902516
4.14114590597071,3.90681326245763,5.2626550085858,3.04041745200967,4.94806468091014,13.1741099497267,0.558879033411053,9.14544805002158,9.60225619575148,18.5643619784529
3.60428556399151,3.41365840369,5.60071718363438,3.71223311985417,5.52969013406403,14.1243695431836,0.725042717130658,11.4207810260499,10.2948749839402,19.903424968951
5.48641188985579,5.16760878213993,7.68696802163127,3.91903389797007,5.6964782132013,14.4694944138639,0.824223063952338,11.7728719455091,10.546427266443,20.3897593817898
3.88338803814951,3.65817327802293,5.58813795602465,2.85996855302225,5.12427621010148,13.7739583032539,0.613983823178679,8.77686503552047,10.0394696083576,19.4096412428246
4.47494293984276,4.21244089479845,6.02117677530219,3.88652476061222,6.06084119783544,15.3839387157249,0.613679556172683,9.04646235066279,11.2129412470248,21.6783530775813
5.34607298105352,5.0296020905277,7.57816688995357,3.70568100343644,5.67326848798622,14.9369442279255,0.718667572450342,10.7570732097507,10.8871389266922,21.0484685916048
3.3016196385588,3.10864290103229,5.63869290843299,2.23936863396814,4.2229774324038,13.0690543005794,0.697292940217028,9.73506437942363,9.52568394443638,18.416322292577
4.49183202561276,4.23049168752925,6.05705923229689,3.54109102664706,6.72249649666552,15.0825802317666,0.680239918974812,9.95739933593506,10.9932891125904,21.2536922843415
5.36325873379187,5.04887398400003,7.41397403549489,3.48682114063185,5.16586098205791,14.5054454618726,0.837370275691791,13.0290583300734,10.5726310232663,20.4404199783148
3.6334273797725,3.43519773731576,4.26410990352721,3.06091965715961,4.490566362456,13.8684451914297,0.632984845169825,8.06402910378684,10.1083385726266,19.5427879070781
3.29239371309322,3.09761877479339,6.97157752523774,2.90129636590632,4.04924400965597,14.6474981643446,0.595274234945955,10.1146676540992,10.6761694366878,20.640594244263
5.50232955336639,5.18074719781293,6.42528850755282,3.89550271941229,6.56673441150142,13.0398275148392,0.68276918361581,9.5765188096974,9.50438132243564,18.3751372233756
3.69184566410476,3.48638010468392,6.41268565716778,2.77186947259083,5.05014429516762,12.8119240465722,0.637580678477437,9.13168698676424,9.33826858324097,18.0539859275992
5.53679106171479,5.22335650546398,6.68984039178469,3.9696028177334,7.48050862269702,13.6169080693353,0.686392265259927,11.3095326304426,9.92499989560709,19.188333131507
3.7579565941422,3.54941023246079,4.65607553362424,3.09630775274386,4.64816079076194,15.152748731176,0.577301960075419,8.58810227707219,11.0444330540614,21.3525705711853
2.94661456348936,2.77234905740458,4.41290030278743,2.41920171541405,4.45008089746101,15.4294363405568,0.47266012376042,6.98235624062348,11.2461032482228,21.7424662798973
4.66633108421154,4.40036264691927,7.52566964787155,3.43355142039185,4.28459992040531,13.4638897580103,0.591783549283821,11.7582334121565,9.81346894333848,18.9727066237877
3.99376192835118,3.76985163775442,7.37328465974581,3.26308995653464,4.88262746670335,14.6771244767616,0.610793217041917,12.0567375278377,10.6977632629918,20.6823423084507
4.97860254953729,4.68538043476743,7.26339669965593,4.37474250757881,6.88536256471557,13.8561637680409,0.66022349757591,11.4927911176566,10.0993869717763,19.5254814787676
5.48633967000793,5.16012996001667,7.51854615767526,4.09397253648738,6.67204033284236,14.0608766110925,0.70595019264765,10.3808736574096,10.2485966848456,19.8139535907015
6.13234552801299,5.78461676521384,9.37876226194386,3.04216896807288,4.1333386281443,14.7148555227582,0.734167094095272,13.3316564463819,10.7252644127146,20.735511197915
4.99185428380291,4.69994355681747,7.05679707470367,4.82586701434836,8.19206602214046,14.4571877298814,0.649576363193999,10.0286410550584,10.537457253822,20.3724173573892
4.04179586048463,3.81473910050689,6.5386919815054,3.89042455869549,6.94624867443828,13.7785596536071,0.668091938523781,10.6979021709345,10.0428234094953,19.4161252583576
4.25288562196059,4.00405430008626,5.64928659017442,3.93784894309936,5.62803052735439,13.9510481574148,0.633050093497777,8.86438605794131,10.1685456640312,19.6591882837937
3.33193034953981,3.13051467370533,5.18800754043138,3.58926020144018,6.15348123166791,13.6285225380548,0.592449724222059,8.03248474541293,9.93346537104701,19.2046997173575
6.04402699739534,5.71048531858481,6.87297723546564,4.26601448911013,6.98841806204982,17.6340690076699,0.76853454258675,11.8114842118421,12.8530010020693,24.8491352706673
3.99475269244456,3.76635778277898,5.50583486491811,2.5860955827394,4.21117593286783,16.7345464350767,0.823625911441118,11.9086678665605,12.1973630706369,23.5815686032313
4.446454496151,4.18900988524181,6.02498868377856,3.10158618098016,4.72956178485479,16.7415172096768,0.66465316280924,9.73022288096833,12.202443881701,23.591391504622
5.39703436392874,5.08008840907774,5.48587919854808,3.99786604724006,7.4801790309166,15.4160313095187,0.701645141613376,8.48793648483236,11.2363326798253,21.7235765143288
5.25073352933889,4.94400489522414,7.68471095407347,3.77573047882719,5.66244854814799,13.5901359000452,0.662688866637614,10.4806743765378,9.90548637784987,19.1506069971764
4.5942474327805,4.32638353280483,5.2735414420271,3.60182418136676,4.69078991946191,14.5520731774479,0.687375067622689,10.4208028910902,10.6066167173652,20.5061256535726
5.48311969460137,5.15420480164337,6.7798334008342,3.27267665272228,5.06976454004625,13.8501425207283,0.716313242352515,9.6055177567253,10.0949982457421,19.5169966084348
5.51506932368427,5.1947592915289,7.73524042197627,3.929495314769,7.93055399231753,12.6210593719376,0.861144360523717,10.8496278798968,9.1991524295461,17.7850280304558
3.97574354232709,3.74326496752716,7.26754396428447,4.08413638748057,7.83603438765631,15.7380137186738,0.64842169083863,9.69853021512748,11.4710170414277,22.177299613427
3.76032745019239,3.54478176580792,4.4312448576268,3.64218691432667,7.65619223210369,17.4597142752845,0.606210409401864,8.42834519131983,12.7259185034644,24.6034424400312
5.04316431632549,4.74265193144697,7.23285572458176,4.21623329468061,6.2928153684422,14.2838592580602,0.756261262673003,11.9205414498353,10.4111227690791,20.1281706868863
4.01469046928623,3.78762479939995,5.74968685314728,3.35047119563582,6.21639654013742,15.0582105171304,0.647989331528133,9.18920652505646,10.9755266797394,21.2193515808295
4.81049070043913,4.52706678170366,7.04356680226518,6.07374590877788,10.0164069016841,18.5752415805025,0.687234982564131,12.1685270227202,13.5389965040987,26.1753932412574
3.52099982615728,3.3273294671208,5.73852357991621,3.38870518459681,5.44036984914816,13.781178229818,0.609332343091073,8.84929350357345,10.0447320196208,19.4198152379336
3.98370956438714,3.75751131439328,6.60659750119421,3.56060271560005,4.66532198446477,13.3936356250911,0.61125305724125,10.1721634421572,9.76226258589389,18.8737076660615
5.66564962954901,5.34545885867344,5.92297324460305,3.20913413122974,4.88617032915048,15.4735404425963,0.808252771088554,11.0700775664691,11.2782495479487,21.8046157927008
3.52816023774398,3.33602968204203,6.64396954669082,4.23220360129003,8.04025000374629,13.2679618304128,0.589118721981756,8.40334022120341,9.67066232005437,18.6966138187718
3.79934040488201,3.58350468519256,6.86817274719291,4.47153255494564,6.77241690503853,15.3745821574703,0.545997887813936,10.5761187515706,11.2061215020998,21.665168237393
4.09854970699512,3.86907871887869,6.0532229062828,3.43386468767066,4.43261518872901,15.5787967187108,0.637558404844695,11.5112470019818,11.3549680308913,21.9529381930566
4.58924038907609,4.32877692071696,6.56204805812869,2.6959956145378,4.05117934586319,12.6471990103438,0.712590204695276,11.3089101520721,9.21820491246887,17.8218628307732
4.07048833505848,3.8448984593014,5.68357375456476,3.67174730116902,5.49108966680856,12.7243040007924,0.699140032561025,9.15572777515653,9.27440467663391,17.9305157081589
3.85826616833447,3.64310201965248,5.59465671971926,2.61455141928426,3.16209963971818,13.8371627779892,0.561781623362987,10.2383309542488,10.0855376586048,19.4987061399693
